,count
2020-01-01,19535
2020-01-02,30915
2020-01-03,34622
2020-01-04,27284
2020-01-05,25885
2020-01-06,34030
2020-01-07,34275
2020-01-08,35047
2020-01-09,36789
2020-01-10,38661
2020-01-11,25338
2020-01-12,25066
2020-01-13,34184
2020-01-14,36769
2020-01-15,37304
2020-01-16,37463
2020-01-17,41213
2020-01-18,26747
2020-01-19,28524
2020-01-20,37461
2020-01-21,37061
2020-01-22,37544
2020-01-23,39105
2020-01-24,41829
2020-01-25,29061
2020-01-26,27655
2020-01-27,36916
2020-01-28,37563
2020-01-29,38150
2020-01-30,39466
2020-01-31,42599
2020-02-01,30844
2020-02-02,30346
2020-02-03,36984
2020-02-04,37413
2020-02-05,37983
2020-02-06,39737
2020-02-07,41808
2020-02-08,30545
2020-02-09,24076
2020-02-10,36876
2020-02-11,35607
2020-02-12,38116
2020-02-13,40123
2020-02-14,42176
2020-02-15,26545
2020-02-16,26345
2020-02-17,39582
2020-02-18,39584
2020-02-19,40270
2020-02-20,42585
2020-02-21,43766
2020-02-22,29586
2020-02-23,28917
2020-02-24,37502
2020-02-25,37815
2020-02-26,38134
2020-02-27,41050
2020-02-28,42965
2020-02-29,27013
2020-03-01,27927
2020-03-02,37710
2020-03-03,39144
2020-03-04,39045
2020-03-05,40808
2020-03-06,43009
2020-03-07,29602
2020-03-08,28518
2020-03-09,38666
2020-03-10,37605
2020-03-11,37573
2020-03-12,37212
2020-03-13,35248
2020-03-14,20219
2020-03-15,16897
2020-03-16,25818
2020-03-17,14637
2020-03-18,26250
2020-03-19,25872
2020-03-20,26936
2020-03-21,13912
2020-03-22,12419
2020-03-23,23164
2020-03-24,22058
2020-03-25,20184
2020-03-26,19662
2020-03-27,21206
2020-03-28,6865
2020-03-29,4235
2020-03-30,11285
2020-03-31,10407
2020-04-01,10108
2020-04-02,10247
2020-04-03,10661
2020-04-04,5141
2020-04-05,3944
2020-04-06,10385
2020-04-07,10463
2020-04-08,10787
2020-04-09,10446
2020-04-10,8358
2020-04-11,4069
2020-04-12,2559
2020-04-13,3905
2020-04-14,9955
2020-04-15,9603
2020-04-16,10666
2020-04-17,10729
2020-04-18,5015
2020-04-19,3633
2020-04-20,10704
2020-04-21,10901
2020-04-22,11168
2020-04-23,11340
2020-04-24,11329
2020-04-25,5453
2020-04-26,3980
2020-04-27,11619
2020-04-28,11501
2020-04-29,11488
2020-04-30,11840
2020-05-01,11765
2020-05-02,5144
2020-05-03,3717
2020-05-04,5271
2020-05-05,13083
2020-05-06,12784
2020-05-07,13150
2020-05-08,13085
2020-05-09,6292
2020-05-10,4858
2020-05-11,12870
2020-05-12,13457
2020-05-13,13850
2020-05-14,14456
2020-05-15,14618
2020-05-16,7280
2020-05-17,5849
2020-05-18,17942
2020-05-19,18091
2020-05-20,18953
2020-05-21,19399
2020-05-22,20055
2020-05-23,9452
2020-05-24,7573
2020-05-25,20628
2020-05-26,20404
2020-05-27,21376
2020-05-28,21936
2020-05-29,22396
2020-05-30,10666
2020-05-31,7871
2020-06-01,10933
2020-06-02,22652
2020-06-03,22575
2020-06-04,22974
2020-06-05,24258
2020-06-06,11727
2020-06-07,9704
2020-06-08,23981
2020-06-09,23939
2020-06-10,24687
2020-06-11,25259
2020-06-12,26576
2020-06-13,14792
2020-06-14,12684
2020-06-15,25183
2020-06-16,25367
2020-06-17,25836
2020-06-18,26437
2020-06-19,28241
2020-06-20,17012
2020-06-21,14646
2020-06-22,26350
2020-06-23,26888
2020-06-24,27261
2020-06-25,28335
2020-06-26,30188
2020-06-27,18096
2020-06-28,15958
2020-06-29,29622
2020-06-30,29295
2020-07-01,30805
2020-07-02,31985
2020-07-03,33922
2020-07-04,22501
2020-07-05,20824
2020-07-06,31349
2020-07-07,30296
2020-07-08,31849
2020-07-09,32440
2020-07-10,36342
2020-07-11,25441
2020-07-12,23258
2020-07-13,32628
2020-07-14,32281
2020-07-15,32871
2020-07-16,33954
2020-07-17,36661
2020-07-18,25036
2020-07-19,24123
2020-07-20,33277
2020-07-21,32542
2020-07-22,33572
2020-07-23,33689
2020-07-24,36816
2020-07-25,25764
2020-07-26,24252
2020-07-27,32443
2020-07-28,33045
2020-07-29,34095
2020-07-30,35674
2020-07-31,37698
2020-08-01,28761
2020-08-02,24088
2020-08-03,28229
2020-08-04,35160
2020-08-05,34462
2020-08-06,35854
2020-08-07,39153
2020-08-08,27023
2020-08-09,25762
2020-08-10,34283
2020-08-11,33931
2020-08-12,34695
2020-08-13,35334
2020-08-14,38785
2020-08-15,27791
2020-08-16,25381
2020-08-17,32779
2020-08-18,32741
2020-08-19,33508
2020-08-20,33634
2020-08-21,37559
2020-08-22,26083
2020-08-23,24888
2020-08-24,34209
2020-08-25,31681
2020-08-26,30086
2020-08-27,34029
2020-08-28,37607
2020-08-29,26878
2020-08-30,25026
2020-08-31,33447
2020-09-01,31804
2020-09-02,31824
2020-09-03,33582
2020-09-04,37243
2020-09-05,25278
2020-09-06,24332
2020-09-07,32217
2020-09-08,32239
2020-09-09,32658
2020-09-10,34073
2020-09-11,37922
2020-09-12,25059
2020-09-13,24936
2020-09-14,33022
2020-09-15,33131
2020-09-16,33070
2020-09-17,34445
2020-09-18,38686
2020-09-19,20208
2020-09-20,18634
2020-09-21,30528
2020-09-22,29605
2020-09-23,30041
2020-09-24,31161
2020-09-25,33990
2020-09-26,18571
2020-09-27,17459
2020-09-28,28111
2020-09-29,30073
2020-09-30,29886
2020-10-01,31001
2020-10-02,33211
2020-10-03,18641
2020-10-04,15598
2020-10-05,30260
2020-10-06,30336
2020-10-07,28309
2020-10-08,26608
2020-10-09,28085
2020-10-10,13575
2020-10-11,11508
2020-10-12,26095
