,count
2020-01-01,14524
2020-01-02,22919
2020-01-03,24713
2020-01-04,19595
2020-01-05,18014
2020-01-06,23668
2020-01-07,24534
2020-01-08,25471
2020-01-09,25969
2020-01-10,27643
2020-01-11,19338
2020-01-12,19401
2020-01-13,22621
2020-01-14,26258
2020-01-15,26815
2020-01-16,26978
2020-01-17,28950
2020-01-18,20293
2020-01-19,19948
2020-01-20,26160
2020-01-21,26031
2020-01-22,26577
2020-01-23,27013
2020-01-24,29490
2020-01-25,21440
2020-01-26,21158
2020-01-27,25529
2020-01-28,26551
2020-01-29,27008
2020-01-30,27582
2020-01-31,29638
2020-02-01,22053
2020-02-02,19598
2020-02-03,25499
2020-02-04,26445
2020-02-05,27065
2020-02-06,27280
2020-02-07,29637
2020-02-08,20305
2020-02-09,17320
2020-02-10,25154
2020-02-11,25779
2020-02-12,27166
2020-02-13,27784
2020-02-14,29793
2020-02-15,18134
2020-02-16,18248
2020-02-17,27158
2020-02-18,27713
2020-02-19,28646
2020-02-20,29435
2020-02-21,30597
2020-02-22,21296
2020-02-23,21997
2020-02-24,26033
2020-02-25,26409
2020-02-26,26894
2020-02-27,27594
2020-02-28,29582
2020-02-29,18057
2020-03-01,20429
2020-03-02,26129
2020-03-03,27095
2020-03-04,27426
2020-03-05,27877
2020-03-06,29225
2020-03-07,20394
2020-03-08,20670
2020-03-09,25122
2020-03-10,25336
2020-03-11,25524
2020-03-12,25916
2020-03-13,23432
2020-03-14,14281
2020-03-15,12245
2020-03-16,17348
2020-03-17,9774
2020-03-18,17342
2020-03-19,17256
2020-03-20,17906
2020-03-21,10970
2020-03-22,9536
2020-03-23,15584
2020-03-24,15703
2020-03-25,15027
2020-03-26,15252
2020-03-27,16409
2020-03-28,5981
2020-03-29,3598
2020-03-30,9337
2020-03-31,8698
2020-04-01,9099
2020-04-02,9323
2020-04-03,9376
2020-04-04,5031
2020-04-05,3465
2020-04-06,9046
2020-04-07,9273
2020-04-08,9509
2020-04-09,9393
2020-04-10,7425
2020-04-11,3803
2020-04-12,2191
2020-04-13,3269
2020-04-14,9257
2020-04-15,9506
2020-04-16,9414
2020-04-17,9393
2020-04-18,4482
2020-04-19,3161
2020-04-20,9205
2020-04-21,9489
2020-04-22,9851
2020-04-23,10139
2020-04-24,9670
2020-04-25,4693
2020-04-26,3418
2020-04-27,9590
2020-04-28,9593
2020-04-29,9900
2020-04-30,9880
2020-05-01,9462
2020-05-02,4606
2020-05-03,3018
2020-05-04,3955
2020-05-05,10451
2020-05-06,10751
2020-05-07,11281
2020-05-08,11116
2020-05-09,5260
2020-05-10,4239
2020-05-11,10768
2020-05-12,11334
2020-05-13,11487
2020-05-14,11871
2020-05-15,11595
2020-05-16,6151
2020-05-17,4794
2020-05-18,13227
2020-05-19,13758
2020-05-20,14222
2020-05-21,14498
2020-05-22,14731
2020-05-23,8340
2020-05-24,6551
2020-05-25,14652
2020-05-26,15289
2020-05-27,15290
2020-05-28,15851
2020-05-29,15948
2020-05-30,8717
2020-05-31,6336
2020-06-01,7413
2020-06-02,16024
2020-06-03,16506
2020-06-04,16679
2020-06-05,17151
2020-06-06,9880
2020-06-07,8498
2020-06-08,17755
2020-06-09,18210
2020-06-10,18478
2020-06-11,18852
2020-06-12,19750
2020-06-13,13483
2020-06-14,11555
2020-06-15,18716
2020-06-16,18976
2020-06-17,19532
2020-06-18,20022
2020-06-19,21217
2020-06-20,14023
2020-06-21,13516
2020-06-22,18849
2020-06-23,19432
2020-06-24,20283
2020-06-25,21254
2020-06-26,22189
2020-06-27,15871
2020-06-28,14378
2020-06-29,21833
2020-06-30,21265
2020-07-01,22465
2020-07-02,23701
2020-07-03,24479
2020-07-04,18176
2020-07-05,17745
2020-07-06,22645
2020-07-07,22359
2020-07-08,22670
2020-07-09,23437
2020-07-10,25798
2020-07-11,19565
2020-07-12,18632
2020-07-13,22197
2020-07-14,22660
