,count
2020-01-01,2503
2020-01-02,4226
2020-01-03,4321
2020-01-04,3924
2020-01-05,2788
2020-01-06,4176
2020-01-07,4178
2020-01-08,4383
2020-01-09,4430
2020-01-10,4743
2020-01-11,3571
2020-01-12,2802
2020-01-13,3427
2020-01-14,4322
2020-01-15,4325
2020-01-16,4503
2020-01-17,4971
2020-01-18,4057
2020-01-19,2838
2020-01-20,4163
2020-01-21,4342
2020-01-22,4446
2020-01-23,4611
2020-01-24,5014
2020-01-25,3917
2020-01-26,3371
2020-01-27,4156
2020-01-28,3974
2020-01-29,4379
2020-01-30,4771
2020-01-31,4998
2020-02-01,3842
2020-02-02,3032
2020-02-03,4152
2020-02-04,4515
2020-02-05,4387
2020-02-06,4737
2020-02-07,4923
2020-02-08,3658
2020-02-09,2891
2020-02-10,4121
2020-02-11,4045
2020-02-12,4259
2020-02-13,4821
2020-02-14,5272
2020-02-15,3403
2020-02-16,2736
2020-02-17,4338
2020-02-18,4514
2020-02-19,4448
2020-02-20,4807
2020-02-21,5028
2020-02-22,3898
2020-02-23,3211
2020-02-24,4501
2020-02-25,4410
2020-02-26,4561
2020-02-27,4791
2020-02-28,5256
2020-02-29,2917
2020-03-01,3561
2020-03-02,4490
2020-03-03,4818
2020-03-04,4872
2020-03-05,4976
2020-03-06,5415
2020-03-07,4000
2020-03-08,3536
2020-03-09,4494
2020-03-10,4682
2020-03-11,4550
2020-03-12,4824
2020-03-13,4416
2020-03-14,3115
2020-03-15,2061
2020-03-16,3304
2020-03-17,1596
2020-03-18,3243
2020-03-19,3332
2020-03-20,3447
2020-03-21,2446
2020-03-22,1936
2020-03-23,2938
2020-03-24,3134
2020-03-25,2860
2020-03-26,3058
2020-03-27,3236
2020-03-28,1471
2020-03-29,866
2020-03-30,1820
2020-03-31,1862
2020-04-01,1817
2020-04-02,1928
2020-04-03,1957
2020-04-04,1383
2020-04-05,1046
2020-04-06,1906
2020-04-07,2025
2020-04-08,1992
2020-04-09,2157
2020-04-10,1664
2020-04-11,1343
2020-04-12,615
2020-04-13,920
2020-04-14,2088
2020-04-15,1966
2020-04-16,2196
2020-04-17,2128
2020-04-18,1574
2020-04-19,999
2020-04-20,1882
2020-04-21,2036
2020-04-22,2137
2020-04-23,2269
2020-04-24,2157
2020-04-25,1450
2020-04-26,1130
2020-04-27,2068
2020-04-28,2073
2020-04-29,2186
2020-04-30,2269
2020-05-01,2217
2020-05-02,1558
2020-05-03,1084
2020-05-04,1190
2020-05-05,2373
2020-05-06,2438
2020-05-07,2511
2020-05-08,2556
2020-05-09,1743
2020-05-10,1374
2020-05-11,2119
2020-05-12,2409
2020-05-13,2467
2020-05-14,2599
2020-05-15,2638
2020-05-16,1844
2020-05-17,1432
2020-05-18,2733
2020-05-19,2894
2020-05-20,2899
2020-05-21,2964
2020-05-22,2968
2020-05-23,2447
2020-05-24,1624
2020-05-25,2978
2020-05-26,3101
2020-05-27,3130
2020-05-28,3243
2020-05-29,3312
2020-05-30,2353
2020-05-31,1703
2020-06-01,1839
2020-06-02,3228
2020-06-03,3191
2020-06-04,3274
2020-06-05,3403
2020-06-06,2550
2020-06-07,1885
2020-06-08,3458
2020-06-09,3474
2020-06-10,3595
2020-06-11,3618
2020-06-12,3815
2020-06-13,3054
2020-06-14,2269
2020-06-15,3289
2020-06-16,3295
2020-06-17,3490
2020-06-18,3497
2020-06-19,3944
2020-06-20,3264
2020-06-21,2429
2020-06-22,3519
2020-06-23,3528
2020-06-24,3798
2020-06-25,3781
2020-06-26,4151
2020-06-27,3152
2020-06-28,2308
2020-06-29,3746
2020-06-30,3872
2020-07-01,4114
2020-07-02,4084
2020-07-03,4419
2020-07-04,3525
2020-07-05,2897
2020-07-06,3776
2020-07-07,3937
2020-07-08,4050
2020-07-09,4128
2020-07-10,4300
2020-07-11,3749
2020-07-12,2919
2020-07-13,3812
2020-07-14,4208
2020-07-15,4166
2020-07-16,4254
2020-07-17,4511
2020-07-18,3752
2020-07-19,3086
2020-07-20,4027
2020-07-21,4272
2020-07-22,4274
2020-07-23,4502
2020-07-24,4673
2020-07-25,3788
2020-07-26,3198
2020-07-27,3977
2020-07-28,4095
2020-07-29,4406
2020-07-30,4346
2020-07-31,4716
2020-08-01,3949
2020-08-02,3206
2020-08-03,3138
2020-08-04,4510
2020-08-05,4384
2020-08-06,4523
2020-08-07,4732
2020-08-08,3669
2020-08-09,3016
2020-08-10,3974
2020-08-11,4303
2020-08-12,4352
2020-08-13,4646
2020-08-14,4732
2020-08-15,3815
2020-08-16,3224
2020-08-17,4147
2020-08-18,4858
2020-08-19,4615
2020-08-20,4446
2020-08-21,5165
2020-08-22,3965
2020-08-23,3261
2020-08-24,4478
2020-08-25,4459
2020-08-26,4785
2020-08-27,4686
2020-08-28,4986
2020-08-29,4052
2020-08-30,3461
2020-08-31,4334
2020-09-01,4567
2020-09-02,4653
2020-09-03,4795
2020-09-04,5419
2020-09-05,4184
2020-09-06,3611
2020-09-07,4438
2020-09-08,4834
2020-09-09,4816
2020-09-10,4962
2020-09-11,5263
2020-09-12,3851
2020-09-13,3514
2020-09-14,4362
2020-09-15,4682
2020-09-16,4700
2020-09-17,4711
2020-09-18,5145
2020-09-19,3792
2020-09-20,3197
2020-09-21,4248
2020-09-22,4274
2020-09-23,4463
2020-09-24,4669
2020-09-25,4895
2020-09-26,3880
2020-09-27,3064
2020-09-28,4079
2020-09-29,4203
2020-09-30,4324
2020-10-01,4426
2020-10-02,4719
2020-10-03,3648
2020-10-04,2661
2020-10-05,4324
2020-10-06,4404
2020-10-07,4105
2020-10-08,4324
2020-10-09,4320
2020-10-10,2987
2020-10-11,2303
2020-10-12,3864
2020-10-13,3887
2020-10-14,4062
2020-10-15,4218
2020-10-16,4554
2020-10-17,3251
2020-10-18,2170
2020-10-19,4198
2020-10-20,4486
2020-10-21,4880
2020-10-22,3762
2020-10-23,3730
2020-10-24,2178
2020-10-25,1437
2020-10-26,1603
2020-10-27,3349
2020-10-28,3353
2020-10-29,3448
2020-10-30,3781
2020-10-31,2214
2020-11-01,1621
2020-11-02,3547
2020-11-03,3779
2020-11-04,3682
2020-11-05,3800
2020-11-06,4118
2020-11-07,2597
2020-11-08,1769
2020-11-09,3609
2020-11-10,3722
2020-11-11,3728
2020-11-12,3773
2020-11-13,4202
2020-11-14,2769
2020-11-15,1896
2020-11-16,3641
2020-11-17,3722
2020-11-18,3760
2020-11-19,3958
2020-11-20,4199
2020-11-21,2637
2020-11-22,2079
2020-11-23,3740
2020-11-24,3903
2020-11-25,3906
2020-11-26,3928
2020-11-27,4443
2020-11-28,2914
2020-11-29,2063
2020-11-30,3782
2020-12-01,4407
2020-12-02,4462
2020-12-03,4494
2020-12-04,4658
2020-12-05,3530
2020-12-06,2451
2020-12-07,4124
2020-12-08,4244
2020-12-09,4332
2020-12-10,4641
2020-12-11,4969
2020-12-12,3583
2020-12-13,2788
2020-12-14,4496
2020-12-15,4589
2020-12-16,4552
2020-12-17,4744
2020-12-18,5309
2020-12-19,4036
2020-12-20,3497
2020-12-21,4920
2020-12-22,5312
2020-12-23,5332
2020-12-24,3470
2020-12-25,1322
2020-12-26,2013
2020-12-27,2052
2020-12-28,2251
2020-12-29,2805
2020-12-30,3234
2020-12-31,2529
2021-01-01,1145
2021-01-02,1767
2021-01-03,1460
2021-01-04,2685
2021-01-05,2847
2021-01-06,2718
2021-01-07,2780
2021-01-08,3020
2021-01-09,1832
2021-01-10,1427
2021-01-11,2739
2021-01-12,2730
2021-01-13,2723
2021-01-14,2789
2021-01-15,3042
2021-01-16,2069
2021-01-17,1407
2021-01-18,2811
2021-01-19,2743
2021-01-20,2713
2021-01-21,2800
2021-01-22,3021
2021-01-23,1919
2021-01-24,1153
2021-01-25,2689
2021-01-26,2818
