,count
2020-01-01,10979
2020-01-02,13999
2020-01-03,14696
2020-01-04,12823
2020-01-05,12308
2020-01-06,12025
2020-01-07,12158
2020-01-08,12986
2020-01-09,13393
2020-01-10,15346
2020-01-11,11358
2020-01-12,12161
2020-01-13,2900
2020-01-14,13355
2020-01-15,13638
2020-01-16,13809
2020-01-17,16193
2020-01-18,12091
2020-01-19,14113
2020-01-20,13501
2020-01-21,13366
2020-01-22,13783
2020-01-23,14455
2020-01-24,16938
2020-01-25,13037
2020-01-26,13454
2020-01-27,13263
2020-01-28,13454
2020-01-29,13900
2020-01-30,14553
2020-01-31,16920
2020-02-01,13316
2020-02-02,14337
2020-02-03,13609
2020-02-04,13607
2020-02-05,14010
2020-02-06,14940
2020-02-07,16947
2020-02-08,13424
2020-02-09,11940
2020-02-10,13686
2020-02-11,12942
2020-02-12,14317
2020-02-13,14430
2020-02-14,16662
2020-02-15,11634
2020-02-16,12363
2020-02-17,14811
2020-02-18,14766
2020-02-19,15808
2020-02-20,16659
2020-02-21,18030
2020-02-22,13399
2020-02-23,14485
2020-02-24,13891
2020-02-25,14003
2020-02-26,14407
2020-02-27,15035
2020-02-28,17312
2020-02-29,10439
2020-03-01,14353
2020-03-02,14180
2020-03-03,14206
2020-03-04,14627
2020-03-05,14966
2020-03-06,17680
2020-03-07,13132
2020-03-08,14328
2020-03-09,14113
2020-03-10,13679
2020-03-11,13322
2020-03-12,13655
2020-03-13,13966
2020-03-14,8687
2020-03-15,7510
2020-03-16,9133
2020-03-17,5788
2020-03-18,8983
2020-03-19,8587
2020-03-20,9174
2020-03-21,5225
2020-03-22,4720
2020-03-23,7696
2020-03-24,7441
2020-03-25,7076
2020-03-26,6911
2020-03-27,8015
2020-03-28,2847
2020-03-29,1682
2020-03-30,3952
2020-03-31,3567
2020-04-01,3652
2020-04-02,3572
2020-04-03,3413
2020-04-04,1837
2020-04-05,1394
2020-04-06,3492
2020-04-07,3428
2020-04-08,3626
2020-04-09,3489
2020-04-10,2753
2020-04-11,1341
2020-04-12,779
2020-04-13,1442
2020-04-14,3374
2020-04-15,3548
2020-04-16,3626
2020-04-17,3714
2020-04-18,1758
2020-04-19,1390
2020-04-20,3488
2020-04-21,3682
2020-04-22,3783
2020-04-23,3747
2020-04-24,3909
2020-04-25,1951
2020-04-26,1403
2020-04-27,3725
2020-04-28,3816
2020-04-29,4014
2020-04-30,3996
2020-05-01,3952
2020-05-02,1851
2020-05-03,1181
2020-05-04,1748
2020-05-05,4469
2020-05-06,4661
2020-05-07,4587
2020-05-08,4754
2020-05-09,2445
2020-05-10,2011
2020-05-11,4494
2020-05-12,4471
2020-05-13,4876
2020-05-14,4844
2020-05-15,5239
2020-05-16,2846
2020-05-17,2400
2020-05-18,5955
2020-05-19,5997
2020-05-20,6374
2020-05-21,6419
2020-05-22,6684
2020-05-23,3601
2020-05-24,3214
2020-05-25,6744
2020-05-26,6690
2020-05-27,7120
2020-05-28,7100
2020-05-29,7272
2020-05-30,3913
2020-05-31,2928
2020-06-01,3929
2020-06-02,7503
2020-06-03,7452
2020-06-04,7624
2020-06-05,8102
2020-06-06,4393
2020-06-07,4162
2020-06-08,7886
2020-06-09,7662
2020-06-10,8008
2020-06-11,8349
2020-06-12,9133
2020-06-13,5484
2020-06-14,5268
2020-06-15,8586
2020-06-16,8334
2020-06-17,8913
2020-06-18,9043
2020-06-19,10034
2020-06-20,6679
2020-06-21,6429
2020-06-22,9037
2020-06-23,8738
2020-06-24,9495
2020-06-25,9611
2020-06-26,11036
2020-06-27,7547
2020-06-28,7678
2020-06-29,10943
2020-06-30,10790
2020-07-01,11517
2020-07-02,11549
2020-07-03,13661
2020-07-04,10616
2020-07-05,11148
2020-07-06,11488
2020-07-07,10804
2020-07-08,11385
2020-07-09,12167
2020-07-10,14486
2020-07-11,11509
2020-07-12,11818
2020-07-13,11846
2020-07-14,11397
2020-07-15,11803
2020-07-16,12226
2020-07-17,14922
2020-07-18,11734
2020-07-19,12654
2020-07-20,12702
2020-07-21,11904
2020-07-22,12376
2020-07-23,12410
2020-07-24,14974
2020-07-25,11944
2020-07-26,12542
2020-07-27,12513
2020-07-28,12133
2020-07-29,12626
2020-07-30,13213
2020-07-31,16284
2020-08-01,13771
2020-08-02,10922
2020-08-03,14107
2020-08-04,13204
2020-08-05,12479
2020-08-06,13074
2020-08-07,15649
2020-08-08,11768
2020-08-09,11667
2020-08-10,12622
2020-08-11,11662
2020-08-12,12118
2020-08-13,12450
2020-08-14,14915
2020-08-15,11844
2020-08-16,11806
2020-08-17,12430
2020-08-18,11867
2020-08-19,12195
2020-08-20,12076
2020-08-21,15051
2020-08-22,11827
2020-08-23,12165
2020-08-24,12697
2020-08-25,11290
2020-08-26,12481
2020-08-27,12100
2020-08-28,14391
2020-08-29,11242
2020-08-30,11860
2020-08-31,11375
2020-09-01,10484
2020-09-02,11061
2020-09-03,11575
2020-09-04,14449
2020-09-05,10645
2020-09-06,11990
2020-09-07,11413
2020-09-08,10877
2020-09-09,11336
2020-09-10,11633
2020-09-11,14267
2020-09-12,10536
2020-09-13,12312
2020-09-14,11632
2020-09-15,11068
2020-09-16,11417
2020-09-17,11883
2020-09-18,14680
2020-09-19,7942
2020-09-20,9277
2020-09-21,10128
2020-09-22,9362
2020-09-23,9761
2020-09-24,10176
2020-09-25,11552
2020-09-26,7307
2020-09-27,8268
2020-09-28,10034
2020-09-29,9643
2020-09-30,9682
2020-10-01,10091
2020-10-02,11386
2020-10-03,6962
2020-10-04,7234
2020-10-05,9964
2020-10-06,9985
2020-10-07,8794
2020-10-08,8798
2020-10-09,9275
2020-10-10,4731
2020-10-11,4521
2020-10-12,8892
2020-10-13,8638
2020-10-14,8723
2020-10-15,9054
2020-10-16,9313
2020-10-17,4799
2020-10-18,4717
2020-10-19,8799
2020-10-20,8944
2020-10-21,9732
2020-10-22,8331
2020-10-23,8465
2020-10-24,3825
2020-10-25,2792
2020-10-26,3727
2020-10-27,8149
2020-10-28,7801
2020-10-29,8025
2020-10-30,8398
2020-10-31,4215
2020-11-01,4281
2020-11-02,8137
2020-11-03,8020
2020-11-04,8149
2020-11-05,8517
2020-11-06,9313
2020-11-07,4626
2020-11-08,4094
2020-11-09,8271
2020-11-10,8338
2020-11-11,8327
2020-11-12,8578
2020-11-13,9445
2020-11-14,4970
2020-11-15,4583
2020-11-16,8564
2020-11-17,8438
2020-11-18,8478
2020-11-19,8841
2020-11-20,9512
2020-11-21,4794
2020-11-22,4750
2020-11-23,8726
2020-11-24,8620
2020-11-25,8871
2020-11-26,9140
2020-11-27,9955
2020-11-28,5159
2020-11-29,5410
2020-11-30,9140
2020-12-01,9236
2020-12-02,9680
2020-12-03,10199
2020-12-04,11740
2020-12-05,7243
2020-12-06,7588
2020-12-07,10299
2020-12-08,9995
2020-12-09,10146
2020-12-10,10783
2020-12-11,11923
2020-12-12,8182
2020-12-13,3085
2020-12-14,10600
2020-12-15,10294
2020-12-16,10659
2020-12-17,11514
2020-12-18,14431
2020-12-19,11495
2020-12-20,11665
2020-12-21,11871
2020-12-22,11863
2020-12-23,12140
2020-12-24,8332
2020-12-25,3713
2020-12-26,7447
2020-12-27,5662
2020-12-28,5848
2020-12-29,6056
2020-12-30,6359
2020-12-31,5046
2021-01-01,3049
2021-01-02,4650
2021-01-03,4763
2021-01-04,6647
2021-01-05,6487
2021-01-06,6577
2021-01-07,6734
2021-01-08,7420
2021-01-09,3616
2021-01-10,3255
2021-01-11,6215
2021-01-12,6036
2021-01-13,6224
2021-01-14,6227
2021-01-15,6779
2021-01-16,3464
2021-01-17,2954
2021-01-18,6354
2021-01-19,6050
2021-01-20,6275
2021-01-21,6659
2021-01-22,7020
2021-01-23,3382
2021-01-24,2674
2021-01-25,6624
2021-01-26,6529
