,count
2020-01-01,5488
2020-01-02,7958
2020-01-03,8510
2020-01-04,7363
2020-01-05,6461
2020-01-06,7545
2020-01-07,7500
2020-01-08,7759
2020-01-09,7932
2020-01-10,8708
2020-01-11,7244
2020-01-12,6629
2020-01-13,6609
2020-01-14,7968
2020-01-15,7636
2020-01-16,8072
2020-01-17,8819
2020-01-18,7635
2020-01-19,6780
2020-01-20,7974
2020-01-21,8009
2020-01-22,7892
2020-01-23,8260
2020-01-24,9013
2020-01-25,8018
2020-01-26,6958
2020-01-27,7883
2020-01-28,7567
2020-01-29,8167
2020-01-30,8339
2020-01-31,9174
2020-02-01,7458
2020-02-02,6951
2020-02-03,7453
2020-02-04,8149
2020-02-05,8279
2020-02-06,10863
2020-02-07,11694
2020-02-08,8853
2020-02-09,5906
2020-02-10,7546
2020-02-11,7618
2020-02-12,8018
2020-02-13,8431
2020-02-14,8855
2020-02-15,7199
2020-02-16,6336
2020-02-17,8312
2020-02-18,8575
2020-02-19,8237
2020-02-20,8538
2020-02-21,9130
2020-02-22,7476
2020-02-23,6886
2020-02-24,7716
2020-02-25,7923
2020-02-26,7979
2020-02-27,8596
2020-02-28,9017
2020-02-29,6856
2020-03-01,6629
2020-03-02,8267
2020-03-03,8319
2020-03-04,8581
2020-03-05,8748
2020-03-06,9410
2020-03-07,7876
2020-03-08,7317
2020-03-09,8128
2020-03-10,8328
2020-03-11,7980
2020-03-12,8123
2020-03-13,8672
2020-03-14,7040
2020-03-15,5626
2020-03-16,6901
2020-03-17,4437
2020-03-18,6113
2020-03-19,6232
2020-03-20,6586
2020-03-21,5374
2020-03-22,4732
2020-03-23,5215
2020-03-24,5033
2020-03-25,4327
2020-03-26,4486
2020-03-27,5009
2020-03-28,2416
2020-03-29,1300
2020-03-30,2564
2020-03-31,2726
2020-04-01,2470
2020-04-02,2564
2020-04-03,2894
2020-04-04,2001
2020-04-05,1328
2020-04-06,2629
2020-04-07,2856
2020-04-08,2395
2020-04-09,2295
2020-04-10,1894
2020-04-11,1268
2020-04-12,677
2020-04-13,1059
