,count
2020-01-01,8536
2020-01-02,10967
2020-01-03,11802
2020-01-04,9997
2020-01-05,9409
2020-01-06,9370
2020-01-07,9600
2020-01-08,10233
2020-01-09,4800
2020-01-10,12948
2020-01-11,9077
2020-01-12,9347
2020-01-13,9536
2020-01-14,11131
2020-01-15,5917
2020-01-16,11673
2020-01-17,13203
2020-01-18,9456
2020-01-19,10876
2020-01-20,11013
2020-01-21,10920
2020-01-22,11439
2020-01-23,11980
2020-01-24,13959
2020-01-25,10922
2020-01-26,10902
2020-01-27,10707
2020-01-28,11065
2020-01-29,11685
2020-01-30,12054
2020-01-31,14000
2020-02-01,10185
2020-02-02,10972
2020-02-03,10671
2020-02-04,11421
2020-02-05,11307
2020-02-06,11998
2020-02-07,13763
2020-02-08,10821
2020-02-09,10011
2020-02-10,6364
2020-02-11,10599
2020-02-12,11462
2020-02-13,12027
2020-02-14,13728
2020-02-15,8917
2020-02-16,10095
2020-02-17,12309
2020-02-18,12080
2020-02-19,3180
2020-02-20,13910
2020-02-21,15375
2020-02-22,10574
2020-02-23,11868
2020-02-24,11289
2020-02-25,11158
2020-02-26,11404
2020-02-27,12376
2020-02-28,14099
2020-02-29,8938
2020-03-01,11023
2020-03-02,11845
2020-03-03,11902
2020-03-04,11911
2020-03-05,12684
2020-03-06,14229
2020-03-07,9785
2020-03-08,11269
2020-03-09,11267
2020-03-10,10925
2020-03-11,10816
2020-03-12,11487
2020-03-13,11188
2020-03-14,7167
2020-03-15,6003
2020-03-16,7857
2020-03-17,5130
2020-03-18,7460
2020-03-19,7239
2020-03-20,7493
2020-03-21,4435
2020-03-22,3644
2020-03-23,6434
2020-03-24,6416
2020-03-25,5926
2020-03-26,5938
2020-03-27,6688
2020-03-28,2500
2020-03-29,1470
2020-03-30,3748
2020-03-31,3519
2020-04-01,3463
2020-04-02,3582
2020-04-03,3631
2020-04-04,1706
2020-04-05,1314
2020-04-06,3473
2020-04-07,3497
2020-04-08,3644
2020-04-09,3645
2020-04-10,2801
2020-04-11,1132
2020-04-12,719
2020-04-13,1325
2020-04-14,3583
2020-04-15,3687
2020-04-16,3633
2020-04-17,3610
2020-04-18,1586
2020-04-19,1191
2020-04-20,3526
2020-04-21,3757
2020-04-22,3814
2020-04-23,3991
2020-04-24,3794
2020-04-25,1680
2020-04-26,1308
2020-04-27,3957
2020-04-28,3809
2020-04-29,3981
2020-04-30,4065
2020-05-01,3876
2020-05-02,1703
2020-05-03,1033
2020-05-04,1730
2020-05-05,4467
2020-05-06,4470
2020-05-07,4605
2020-05-08,4510
