,count
2020-01-01,2798
2020-01-02,4053
2020-01-03,4605
2020-01-04,3892
2020-01-05,3435
2020-01-06,4418
2020-01-07,4572
2020-01-08,4687
2020-01-09,4876
2020-01-10,5277
2020-01-11,4188
2020-01-12,3673
2020-01-13,4205
2020-01-14,4706
2020-01-15,4805
2020-01-16,4837
2020-01-17,5322
2020-01-18,4504
2020-01-19,3938
2020-01-20,4632
2020-01-21,4748
2020-01-22,4847
2020-01-23,4842
2020-01-24,5272
2020-01-25,4934
2020-01-26,3823
2020-01-27,4723
2020-01-28,4644
2020-01-29,4784
2020-01-30,5024
2020-01-31,5495
2020-02-01,4339
2020-02-02,3609
2020-02-03,4790
2020-02-04,4779
2020-02-05,4866
2020-02-06,5126
2020-02-07,5231
2020-02-08,4565
2020-02-09,3292
2020-02-10,4351
2020-02-11,4381
2020-02-12,4652
2020-02-13,5048
2020-02-14,5492
2020-02-15,4100
2020-02-16,3319
2020-02-17,4869
2020-02-18,4689
2020-02-19,4923
2020-02-20,5166
2020-02-21,5102
2020-02-22,4428
2020-02-23,3902
2020-02-24,4871
2020-02-25,4635
2020-02-26,4684
2020-02-27,5076
2020-02-28,5355
2020-02-29,4011
2020-03-01,4029
2020-03-02,4728
2020-03-03,4994
2020-03-04,4900
2020-03-05,5415
2020-03-06,5364
2020-03-07,4597
2020-03-08,3858
2020-03-09,4752
2020-03-10,4807
2020-03-11,4605
2020-03-12,5103
2020-03-13,4420
2020-03-14,3515
2020-03-15,2721
2020-03-16,3869
2020-03-17,2151
2020-03-18,3382
2020-03-19,3532
2020-03-20,3780
2020-03-21,3321
2020-03-22,2450
2020-03-23,3266
2020-03-24,3284
2020-03-25,3153
2020-03-26,3424
2020-03-27,3495
2020-03-28,2013
2020-03-29,1215
2020-03-30,2060
2020-03-31,2192
2020-04-01,2140
2020-04-02,2391
2020-04-03,2483
2020-04-04,1909
2020-04-05,1369
2020-04-06,2309
2020-04-07,2390
2020-04-08,2383
2020-04-09,2602
2020-04-10,2268
2020-04-11,2028
2020-04-12,843
2020-04-13,1311
2020-04-14,2521
2020-04-15,2488
2020-04-16,2663
2020-04-17,2753
2020-04-18,2015
2020-04-19,1385
2020-04-20,2414
2020-04-21,2480
2020-04-22,2628
2020-04-23,2890
2020-04-24,2957
2020-04-25,2256
2020-04-26,1468
2020-04-27,2635
2020-04-28,2499
2020-04-29,2641
2020-04-30,3108
2020-05-01,3022
2020-05-02,2259
2020-05-03,1672
2020-05-04,1781
2020-05-05,2924
2020-05-06,2959
2020-05-07,3100
2020-05-08,3237
2020-05-09,2510
2020-05-10,1911
2020-05-11,2978
2020-05-12,2964
2020-05-13,3022
2020-05-14,3337
2020-05-15,3424
2020-05-16,2692
2020-05-17,2162
2020-05-18,3423
2020-05-19,3512
2020-05-20,3562
2020-05-21,3740
2020-05-22,3856
2020-05-23,3141
2020-05-24,2470
2020-05-25,3243
2020-05-26,3317
2020-05-27,3366
2020-05-28,3571
2020-05-29,3941
2020-05-30,3371
2020-05-31,2392
2020-06-01,2671
2020-06-02,3963
2020-06-03,3723
2020-06-04,3989
2020-06-05,4140
2020-06-06,3386
2020-06-07,2661
2020-06-08,4021
2020-06-09,3904
2020-06-10,4061
2020-06-11,4217
2020-06-12,4429
2020-06-13,3665
2020-06-14,2902
2020-06-15,4098
2020-06-16,4069
2020-06-17,4192
2020-06-18,4251
2020-06-19,4798
2020-06-20,3878
2020-06-21,3189
2020-06-22,4184
2020-06-23,4198
2020-06-24,4224
2020-06-25,4440
2020-06-26,4623
2020-06-27,4028
2020-06-28,2950
2020-06-29,4263
2020-06-30,4345
2020-07-01,4454
2020-07-02,4620
2020-07-03,4788
2020-07-04,4006
2020-07-05,3319
2020-07-06,4382
2020-07-07,4330
2020-07-08,4411
2020-07-09,4795
2020-07-10,4972
2020-07-11,4318
2020-07-12,3383
2020-07-13,4386
2020-07-14,4677
2020-07-15,4559
2020-07-16,4848
2020-07-17,4985
2020-07-18,4434
2020-07-19,3404
2020-07-20,4451
2020-07-21,4369
2020-07-22,4421
2020-07-23,4571
2020-07-24,4874
2020-07-25,4454
2020-07-26,3563
2020-07-27,4397
2020-07-28,4520
2020-07-29,4528
2020-07-30,4850
2020-07-31,4919
2020-08-01,4214
2020-08-02,3296
2020-08-03,3502
2020-08-04,5091
2020-08-05,4566
2020-08-06,4534
2020-08-07,4845
2020-08-08,4066
2020-08-09,3322
2020-08-10,4244
2020-08-11,4530
2020-08-12,4504
2020-08-13,4850
2020-08-14,4891
2020-08-15,4295
2020-08-16,3380
2020-08-17,4422
2020-08-18,4485
2020-08-19,4401
2020-08-20,4522
2020-08-21,5049
2020-08-22,4271
2020-08-23,3436
2020-08-24,4507
2020-08-25,4077
2020-08-26,4886
2020-08-27,4784
2020-08-28,5167
2020-08-29,4353
2020-08-30,3609
2020-08-31,4642
2020-09-01,4588
2020-09-02,4844
2020-09-03,4855
2020-09-04,5163
2020-09-05,4368
2020-09-06,3477
2020-09-07,4405
2020-09-08,4708
2020-09-09,4748
2020-09-10,4924
2020-09-11,5199
2020-09-12,4263
2020-09-13,3618
2020-09-14,4746
2020-09-15,4731
2020-09-16,4660
2020-09-17,4887
2020-09-18,5430
2020-09-19,4181
2020-09-20,3493
2020-09-21,4660
2020-09-22,4684
2020-09-23,4713
2020-09-24,4989
2020-09-25,5285
2020-09-26,4492
2020-09-27,3722
2020-09-28,4654
2020-09-29,4788
2020-09-30,4950
2020-10-01,4929
2020-10-02,5363
2020-10-03,4618
2020-10-04,3238
2020-10-05,4669
2020-10-06,4836
2020-10-07,4435
2020-10-08,4739
2020-10-09,4945
2020-10-10,3880
2020-10-11,2947
2020-10-12,4427
2020-10-13,4427
2020-10-14,4311
2020-10-15,4679
2020-10-16,4870
2020-10-17,3818
2020-10-18,2903
2020-10-19,4437
2020-10-20,4585
2020-10-21,4841
2020-10-22,4271
2020-10-23,4316
2020-10-24,3257
2020-10-25,2206
2020-10-26,2388
2020-10-27,3697
2020-10-28,3799
2020-10-29,3866
2020-10-30,4158
2020-10-31,3314
2020-11-01,2365
2020-11-02,4189
2020-11-03,4109
2020-11-04,4136
2020-11-05,4542
2020-11-06,4599
2020-11-07,3683
2020-11-08,2689
2020-11-09,4188
2020-11-10,4240
2020-11-11,4317
2020-11-12,4540
2020-11-13,4673
2020-11-14,3597
2020-11-15,2799
2020-11-16,4119
2020-11-17,4169
2020-11-18,4276
2020-11-19,4439
2020-11-20,4625
2020-11-21,3626
2020-11-22,2764
2020-11-23,4132
2020-11-24,4212
2020-11-25,4309
2020-11-26,4654
2020-11-27,4693
2020-11-28,3516
2020-11-29,2666
2020-11-30,4257
2020-12-01,4522
2020-12-02,4523
2020-12-03,4711
2020-12-04,4950
2020-12-05,4031
2020-12-06,3020
2020-12-07,4482
2020-12-08,4497
2020-12-09,4456
2020-12-10,4690
2020-12-11,4950
2020-12-12,4161
2020-12-13,3152
2020-12-14,4544
2020-12-15,4618
2020-12-16,4628
2020-12-17,4869
2020-12-18,5380
2020-12-19,4261
2020-12-20,3766
2020-12-21,5011
2020-12-22,5113
2020-12-23,5411
2020-12-24,4067
2020-12-25,1617
2020-12-26,2283
2020-12-27,2392
2020-12-28,2804
2020-12-29,3285
2020-12-30,3492
2020-12-31,3322
2021-01-01,1657
2021-01-02,2622
2021-01-03,2211
2021-01-04,3226
2021-01-05,3430
2021-01-06,3523
2021-01-07,3239
2021-01-08,3730
2021-01-09,2787
2021-01-10,2066
2021-01-11,3324
2021-01-12,3165
2021-01-13,3486
2021-01-14,3387
2021-01-15,3505
2021-01-16,3006
2021-01-17,2073
2021-01-18,3225
2021-01-19,3283
2021-01-20,3368
2021-01-21,3508
2021-01-22,3775
2021-01-23,2906
2021-01-24,1953
2021-01-25,3354
2021-01-26,3347
