,count
2020-01-01,9091
2020-01-02,13398
2020-01-03,14850
2020-01-04,11712
2020-01-05,10813
2020-01-06,14001
2020-01-07,14476
2020-01-08,14831
2020-01-09,15096
2020-01-10,16777
2020-01-11,11245
2020-01-12,11951
2020-01-13,13837
2020-01-14,15758
2020-01-15,16176
2020-01-16,15834
2020-01-17,17602
2020-01-18,13106
2020-01-19,13015
2020-01-20,15824
2020-01-21,15742
2020-01-22,16198
2020-01-23,17198
2020-01-24,17849
2020-01-25,12477
2020-01-26,13268
2020-01-27,15695
2020-01-28,15951
2020-01-29,16296
2020-01-30,16994
2020-01-31,17880
2020-02-01,12645
2020-02-02,14072
2020-02-03,15594
2020-02-04,15899
2020-02-05,16274
2020-02-06,16886
2020-02-07,17814
2020-02-08,11985
2020-02-09,10571
2020-02-10,15478
2020-02-11,15145
2020-02-12,16283
2020-02-13,17144
2020-02-14,18310
2020-02-15,11950
2020-02-16,11515
2020-02-17,16248
2020-02-18,16671
2020-02-19,17148
2020-02-20,17959
2020-02-21,18834
2020-02-22,12925
2020-02-23,13756
2020-02-24,15647
2020-02-25,16276
2020-02-26,16203
2020-02-27,17180
2020-02-28,18350
2020-02-29,11024
2020-03-01,12982
2020-03-02,16020
2020-03-03,16647
2020-03-04,16833
2020-03-05,17068
2020-03-06,18736
2020-03-07,12998
2020-03-08,13039
2020-03-09,16088
2020-03-10,15652
2020-03-11,15519
2020-03-12,15703
2020-03-13,14230
2020-03-14,8582
2020-03-15,7030
2020-03-16,10638
2020-03-17,5472
2020-03-18,10047
2020-03-19,9886
2020-03-20,10077
2020-03-21,5441
2020-03-22,5188
2020-03-23,9016
2020-03-24,9116
2020-03-25,8674
2020-03-26,8681
2020-03-27,9286
2020-03-28,2936
2020-03-29,1702
2020-03-30,5205
2020-03-31,4757
2020-04-01,4915
2020-04-02,4911
2020-04-03,4970
2020-04-04,2321
2020-04-05,1767
2020-04-06,5051
2020-04-07,5059
2020-04-08,5096
2020-04-09,4875
2020-04-10,3930
2020-04-11,1814
2020-04-12,1129
2020-04-13,1776
2020-04-14,4862
2020-04-15,5037
2020-04-16,5136
2020-04-17,5077
2020-04-18,2187
2020-04-19,1560
2020-04-20,5065
2020-04-21,5144
2020-04-22,5353
2020-04-23,5301
2020-04-24,5316
2020-04-25,2398
2020-04-26,1667
2020-04-27,5458
2020-04-28,5356
2020-04-29,5297
2020-04-30,5400
2020-05-01,5375
2020-05-02,2191
2020-05-03,1584
2020-05-04,2043
2020-05-05,5950
2020-05-06,6129
2020-05-07,6283
2020-05-08,6202
2020-05-09,2757
2020-05-10,2102
2020-05-11,6154
2020-05-12,6374
2020-05-13,6428
2020-05-14,6577
2020-05-15,6734
2020-05-16,3221
2020-05-17,2685
2020-05-18,7717
2020-05-19,7912
2020-05-20,8131
2020-05-21,8391
2020-05-22,8210
2020-05-23,4124
2020-05-24,3361
2020-05-25,8451
2020-05-26,8742
2020-05-27,8756
2020-05-28,9060
2020-05-29,9036
2020-05-30,4428
2020-05-31,3180
2020-06-01,3946
2020-06-02,9319
2020-06-03,9305
2020-06-04,9825
2020-06-05,9845
2020-06-06,5102
2020-06-07,4322
2020-06-08,9775
2020-06-09,10220
2020-06-10,10363
2020-06-11,10803
2020-06-12,10984
2020-06-13,6579
2020-06-14,5681
2020-06-15,10158
2020-06-16,10613
2020-06-17,11066
2020-06-18,11305
2020-06-19,11656
2020-06-20,7452
2020-06-21,7154
2020-06-22,10800
2020-06-23,11082
2020-06-24,11692
2020-06-25,12043
2020-06-26,12616
2020-06-27,8337
2020-06-28,8169
2020-06-29,12711
2020-06-30,12736
2020-07-01,13589
2020-07-02,13858
2020-07-03,14837
2020-07-04,11144
2020-07-05,11428
2020-07-06,13265
2020-07-07,13357
2020-07-08,13665
2020-07-09,13964
2020-07-10,15885
2020-07-11,12195
2020-07-12,12221
2020-07-13,13656
2020-07-14,13870
2020-07-15,14190
2020-07-16,14701
2020-07-17,15709
2020-07-18,11801
2020-07-19,13034
2020-07-20,14356
2020-07-21,14331
2020-07-22,14383
2020-07-23,15104
2020-07-24,16069
2020-07-25,12617
2020-07-26,12120
2020-07-27,13997
2020-07-28,14292
2020-07-29,14601
2020-07-30,15191
2020-07-31,16684
2020-08-01,13652
2020-08-02,12172
2020-08-03,13311
2020-08-04,14768
2020-08-05,14737
2020-08-06,15404
2020-08-07,16457
2020-08-08,12506
2020-08-09,12038
2020-08-10,14030
2020-08-11,14125
2020-08-12,14866
2020-08-13,15129
2020-08-14,15943
2020-08-15,12212
2020-08-16,11942
2020-08-17,13440
2020-08-18,13783
2020-08-19,13634
2020-08-20,13269
2020-08-21,15489
2020-08-22,11763
2020-08-23,12308
2020-08-24,14125
2020-08-25,12963
2020-08-26,14556
2020-08-27,14009
2020-08-28,15833
2020-08-29,11929
2020-08-30,12068
2020-08-31,13287
2020-09-01,13602
2020-09-02,13358
2020-09-03,13605
2020-09-04,15856
2020-09-05,11758
2020-09-06,12715
2020-09-07,13414
2020-09-08,14021
2020-09-09,14309
2020-09-10,14331
2020-09-11,16098
2020-09-12,11361
2020-09-13,12441
2020-09-14,13882
2020-09-15,14212
2020-09-16,14247
2020-09-17,14659
2020-09-18,16490
2020-09-19,10752
2020-09-20,11317
2020-09-21,12918
2020-09-22,12992
2020-09-23,13551
2020-09-24,13596
2020-09-25,14751
2020-09-26,9554
2020-09-27,9990
2020-09-28,13073
2020-09-29,13310
2020-09-30,13335
2020-10-01,13459
2020-10-02,14831
2020-10-03,9760
2020-10-04,8457
2020-10-05,13045
2020-10-06,13767
2020-10-07,11542
2020-10-08,11953
2020-10-09,12105
2020-10-10,5376
2020-10-11,4915
2020-10-12,11494
2020-10-13,11408
2020-10-14,11431
2020-10-15,11578
2020-10-16,11867
2020-10-17,5250
2020-10-18,5067
2020-10-19,11662
2020-10-20,11506
2020-10-21,12573
2020-10-22,10118
2020-10-23,10622
2020-10-24,4061
2020-10-25,2745
2020-10-26,3573
2020-10-27,9870
2020-10-28,10124
2020-10-29,10073
2020-10-30,10199
2020-10-31,4427
2020-11-01,4050
2020-11-02,10706
2020-11-03,10888
2020-11-04,10943
2020-11-05,11214
2020-11-06,11458
2020-11-07,5019
2020-11-08,4241
2020-11-09,11139
2020-11-10,11370
2020-11-11,11031
2020-11-12,11445
2020-11-13,12009
2020-11-14,5372
2020-11-15,4613
2020-11-16,11166
2020-11-17,11294
2020-11-18,11389
2020-11-19,11647
2020-11-20,12278
2020-11-21,5331
2020-11-22,4792
2020-11-23,11395
2020-11-24,11381
2020-11-25,11606
2020-11-26,11642
2020-11-27,12473
2020-11-28,5848
2020-11-29,5081
2020-11-30,11772
2020-12-01,12075
2020-12-02,12449
2020-12-03,13041
2020-12-04,13757
2020-12-05,7882
2020-12-06,7702
2020-12-07,12986
2020-12-08,13028
2020-12-09,13219
2020-12-10,13479
2020-12-11,14576
2020-12-12,9069
2020-12-13,7885
2020-12-14,13211
2020-12-15,13338
2020-12-16,13760
2020-12-17,14464
2020-12-18,16538
2020-12-19,12048
2020-12-20,11761
2020-12-21,14552
2020-12-22,14099
2020-12-23,12848
2020-12-24,7952
2020-12-25,3630
2020-12-26,6861
2020-12-27,5299
2020-12-28,5576
2020-12-29,6218
2020-12-30,6982
2020-12-31,5407
2021-01-01,2786
2021-01-02,3983
2021-01-03,3868
2021-01-04,8351
2021-01-05,8231
2021-01-06,8350
2021-01-07,7995
2021-01-08,8946
2021-01-09,3614
2021-01-10,3072
2021-01-11,8016
2021-01-12,7849
2021-01-13,7958
2021-01-14,8342
2021-01-15,8628
2021-01-16,3673
2021-01-17,3010
2021-01-18,8189
2021-01-19,8094
2021-01-20,8177
2021-01-21,8307
2021-01-22,8755
2021-01-23,3824
2021-01-24,2757
2021-01-25,8168
2021-01-26,8247
