nra,num,cosit,TMU,location,lat,lng
NRA,1211,NRA_000000001211,TMU N21 070.0 S,"N21 Between Tralee and Castleisland, Co. Kerry",52.23983,-9.5002
NRA,1221,NRA_000000001221,TMU N22 000.0 E,"N22 Carrigrohane to Cork City, Western Road, Co. Cork",51.894,-8.51757
NRA,1222,NRA_000000001222,TMU N22 070.0 E,"N22 Between Killarney and N22\/R569 Jn, Islandmore, Co. Kerry",52.00281,-9.34443
NRA,1223,NRA_000000001223,TMU N22 090.0 W,"N22 Killarney Northern Ring Road, Killarney, Co. Kerry",52.06633,-9.49473
NRA,1224,NRA_000000001224,TMU N22 023.5 W,"N22 Between Lissarda and Macroom, Ballytrasna Co. Cork",51.86617,-8.89424
NRA,1225,NRA_000000001225,TMU N22 116.0 W,N22 Between N21 and N22 Roundabouts Tralee Ring Road Co. Kerry,52.26075,-9.66225
NRA,1241,NRA_000000001241,TMU N24 040.0 E,"N24 Between Bansha and Tipperary Town, Co. Tipperary",52.46585,-8.14078
NRA,1242,NRA_000000001242,TMU N24 080.0 W,"N24 Between Carrick-on-Suir and Clonmel, Killaloan, Co. Tipperary",52.3649,-7.62675
NRA,1243,NRA_000000001243,TMU N24 100.0 E,"N24 Between Carrick-on-Suir and Waterford, Piltown, Co. Kilkenny",52.34572,-7.33316
NRA,1251,NRA_000000001251,TMU N25 090.0 W,"N25 Between Waterford City and Dungarvan, Kilmacthomas, Co. Waterford",52.21471,-7.38732
NRA,1252,NRA_000000001252,TMU N25 020.0 W,"N25 Between Castlemartyer and Midelton, Co. Cork",51.9151,-8.10629
NRA,1253,NRA_000000001253,TMU N40 010.0 E,"N40 Between Kinsale Road and Douglas Interchange, South Ring Road, Togher, Co. Cork",51.87488,-8.44783
NRA,1254,NRA_000000001254,TMU N25 032.0 W,"N25 Between Killeagh and Youghal, Burgess Lower,  Co Cork",51.93843,-7.96844
NRA,1255,NRA_000000001255,TMU N40 000.0 W,"N40 Between Ballinora and Curraheen, South Ring Road, Bishopstown, Co. Cork",51.87636,-8.56072
NRA,1256,NRA_000000001256,TMU N40 015.0 W,"N40 Between Jack Lynch Tunnel and Mahon Jn, South Ring Road, Mahon, Co. Cork",51.88825,-8.39061
NRA,1258,NRA_000000001258,TMU N40 010.0 W,"N25 West of Mahon Interchange, between Mahon and Bloomfield Interchange",51.88229,-8.4076
NRA,1261,NRA_000000001261,TMU N26 020.0 N,"N26 Between Foxford and Ballina, Drumrevagh, Co. Mayo",54.0614,-9.1522
NRA,1271,NRA_000000001271,TMU N27 000.0 N,"N27 Between Cork Airport and Cork, Ballycurreen, Co. Cork",51.86242,-8.47908
NRA,1281,NRA_000000001281,TMU N28 004.0 E,"N28 Between Cork City and Carrigaline, Carrs Hill, Co. Cork",51.85085,-8.41577
NRA,1282,NRA_000000001282,TMU N28 008.0 W,"N28 Between  Ringaskiddy and Shannonpark Roundabout, Raffeen Co Cork",51.83324,-8.3666
NRA,1283,NRA_000000001283,TMU N28 001.0 S,"N28 Between N40 & Rochestown, Co Cork",51.87578,-8.41266
NRA,1291,NRA_000000001291,TMU N29 001.5 N,"N29 Between Slieverue and Belview Port, Rathpatrick Co.Kilkenny",52.27999,-7.05951
NRA,1301,NRA_000000001301,TMU N30 003.0 E              ,"N30 Between Scarawalsh Roundabout  (N30\/N80) and M11 Jn25 Enniscorthy, Co. Wexford ",52.5335,-6.54532
NRA,1302,NRA_000000001302,TMU N30 006.0 E              ,"N30 Between N30\/N80 Scarawalsh Roundabout and N30\/R702 Roundabout, Co. Wexford",52.534,-6.56916
NRA,1303,NRA_000000001303,TMU N30 012.0 E,"N30 Between N30\/R744 Roundabout and N30\/N702 Roundabout, Co. Wexford",52.49435,-6.62355
NRA,1311,NRA_000000001311,TMU N31 005.0 E,"N31 Between Stillorgan Road and Rock Road, Blackrock, Co. Dublin",53.30009,-6.19153
NRA,1312,NRA_000000001312,TMU N31 000.0 E,"N31 Brewery Road, Leopardstown, Co. Dublin",53.27846,-6.19821
NRA,1321,NRA_000000001321,TMU N32 000.0 E,"N32 Between M50 and Clarehall, Clonshaugh, Co. Dublin",53.40928,-6.21042
NRA,1331,NRA_000000001331,TMU N33 000.0 E,"N33 Between Ardee and M01, Richardstown, Co. Louth",53.85822,-6.46027
NRA,1401,NRA_000000001401,TMU N40 010.0 W,"N40 Between J9 and J6, South Ring Road, Cork.",51.87942,-8.43249
NRA,1403,NRA_000000001403,TMU N40 005.5 W,"N40 Between Jn 4 Sarsfield Road and Jn 5 Togher, Cork",51.87619,-8.49964
NRA,1404,NRA_000000001404,TMU N40 004.5 W,"N40 Between Jn 4 Sarsfield and Bandon Road  N71, Cork",51.87567,-8.51047
NRA,1405,NRA_000000001405,TMU N40 002.5 E,"N40 Between Jn 2 Curraheen and Jn 3 Wilton, Cork",51.87281,-8.53436
NRA,1500,NRA_000000001500,TMU M50 001.7N,"M50 Between Jn3 M50\/M01 and Jn04 Ballymun, Ballymun, Co. Dublin",53.41046,-6.23701
NRA,1501,NRA_000000001501,TMU M50 005.0 N,"M50 Between Jn05 N02\/M50 and Jn04 Ballymun, Finglas, Co. Dublin",53.40816,-6.28956
NRA,1502,NRA_000000001502,TMU M50 010.0 N ,"M50 Between Jn06 N03\/M50 and Jn05 N02\/M50, Finglas, Co. Dublin",53.39524,-6.33667
NRA,1503,NRA_000000001503,TMU M50 020.0 N,"M50 Between Jn07 N04\/M50 and Jn09 N07\/M50 Red Cow, Palmerstown, Co. Dublin",53.34553,-6.38715
NRA,1504,NRA_000000001504,TMU M50 025.0 S,"M50 Between Jn10 - Ballymount and Jn11 - Tymon, Co. Dublin",53.30004,-6.33826
NRA,1505,NRA_000000001505,TMU M50 025.0 N,"M50 Between Jn11 Tallaght and Jn12 Firhouse, Co. Dublin",53.28384,-6.32733
NRA,1506,NRA_000000001506,TMU M50 030.0 S ,"M50 Between Jn12 Firhouse and Jn13 Dundrum, Balinteer, Co. Dublin",53.26676,-6.28236
NRA,1507,NRA_000000001507,TMU M50 035.0 S,"M50 Between Jn13 Dundrum and Jn14 Dun Laoghaire, Sandyford, Co. Dublin",53.27188,-6.23799
NRA,1508,NRA_000000001508,TMU M50 015.0 S ,"M50 Between Jn06 N03\/M50 and Jn07 N04\/M50, Castleknock, Co. Dublin",53.37088,-6.37571
NRA,1509,NRA_000000001509,"TMU M50 015.0 N \DATA ADVISEMENT\""""","M50 Between Jn09 N07\/M50 Red Cow and Jn10 Ballymount, Ballymount, Co. Dublin",53.31346,-6.36333
NRA,1511,NRA_000000001511,TMU N51 040.0 E,"N51 Between Athboy and Navan, Rathmore, Co. Meath",53.64438,-6.87564
NRA,1512,NRA_000000001512,TMU N51 48.0 E,"N51 Between Slane and M1 Jn10, Littlegrange Co Louth",53.71673,-6.46331
NRA,1521,NRA_000000001521,TMU N52 100.0 W,"N52 Between Mullingar and Tyrrellspass, Marlinstown, Co. Westmeath",53.51075,-7.31134
NRA,1522,NRA_000000001522,TMU N52 040.0 W,"N52 Between Kells and Ardee, Glebe, Co. Meath",53.80577,-6.66862
NRA,1523,NRA_000000001523,TMU N52 150.0 E,"N52 Between Birr and Kilcormac, Kilcormac, Co. Offaly",53.17023,-7.74721
NRA,1524,NRA_000000001524,TMU N52 040.0 E,N52 Between N52\/Belvedere and N52\/L1122 Ballinagore Junctions,53.43972,-7.37307
NRA,1531,NRA_000000001531,TMU N53 010.0 W,"N53 Between NI Border and Castleblaney, Drumgoose, Co. Monaghan",54.08873,-6.69299
NRA,1541,NRA_000000001541,TMU N54 010.0 W,"N54 Between Smithborough and Clones, Stranagarvey, Co. Monaghan",54.21571,-7.1336
NRA,1542,NRA_000000001542,TMU N54 030.0 E,"N54 Between Butlers Bridge and Clones, Clonoony, Co. Monaghan",54.14135,-7.32455
NRA,1551,NRA_000000001551,TMU N55 050.0 N,"N55 Between Ballymahon and Edgeworthstown, Cartronfin, Co. Longford",53.59461,-7.71694
NRA,1552,NRA_000000001552,TMU N55 020.0 S,"N55 Between Cavan and Granard, Pottlebane, Co. Cavan",53.82027,-7.44885
NRA,1561,NRA_000000001561,TMU N56 005.0 N,"N56 Between Mountcharles & Drimark, Eddrim Glebe, Co Donegal ",54.64951,-8.15805
NRA,1581,NRA_000000001581,TMU N58 010.0 N,"N58 Between Ballylahan and Foxford, Co. Mayo",53.94213,-9.10458
NRA,1591,NRA_000000001591,TMU N59 280.0 S,"N59 Between Oughterard and Moycullen, Knockaunranny, Co. Galway",53.37186,-9.23635
NRA,1592,NRA_000000001592,TMU N59 070.0 S,"N59 Between Crossmolina and Bangor-Erris, Moylaw, Co. Mayo",54.09502,-9.37759
NRA,1593,NRA_000000001593,TMU N59 040.0 S,"N59 Between Sligo and Ballina, Corbally, Co. Mayo",54.1694,-9.06317
NRA,1594,NRA_000000001594,TMU N59 220.0W,"N59 Between Recess and Clifden, Co. Galway",53.48197,-9.96509
NRA,1601,NRA_000000001601,TMU N60 050.0 W,"N60 Between Claremorris and Ballyhaunis, Holywell, Co. Mayo",53.74323,-8.81516
NRA,1602,NRA_000000001602,TMU N60 010.0 W,"N60 Between Ballymoe and Roscommon Town, Co. Roscommon",53.68234,-8.35652
NRA,1611,NRA_000000001611,TMU N61 080.0 N,"N61 Between Roscommon Town and Tulsk, Greehill, Co. Roscommon",53.67624,-8.19746
NRA,1621,NRA_000000001621,TMU N62 050.0 S,"N62 Between Thurles and M08 Jn06 Thurles, Knockroe Co. Tipperary",52.63959,-7.78434
NRA,1622,NRA_000000001622,TMU N62 080.0 N,"N62 Between Thurles and Templemore, Whitefield, Co. Tipperary",52.76747,-7.84399
NRA,1623,NRA_000000001623,TMU N62 010.0 S,"N62 Between Roscrea and Templemore, Lismakin, Co. Tipperary",52.9003,-7.79785
NRA,1624,NRA_000000001624,TMU N62 100.0 S,"N62 Between Athlone and Ferbane, Ballynahown, Co. Westmeath",53.3472,-7.84297
NRA,1631,NRA_000000001631,TMU N63 080.0 W,"N63 Between Roscommon and Claregalway, Derreen, Co. Roscommon",53.44681,-8.71274
NRA,1632,NRA_000000001632,TMU N63 020.0 W,"N63 Between Lanesborough and Roscommon Town, Cloontimullan, Co. Roscommon",53.65583,-8.09816
NRA,1651,NRA_000000001651,TMU N65 050.0 W,"N65 Between Portumna and Borrisokane, Ballycasey, Co. Tipperary",53.01833,-8.12535
NRA,1661,NRA_000000001661,TMU N66 020.0 W,"N66 Between Loughrea and Gort, Gortaloman, Co. Galway",53.1116,-8.75103
NRA,1671,NRA_000000001671,TMU N67 120.0 E,"N67 Between Kilrush Ferry and Kilrush, Moyne Court, Co. Clare",52.62353,-9.46661
NRA,1679,NRA_000000001679,TMU N67 018.0 S,"N67 Between Ballinderreen and Kinvarra, Pollagh Co Galway.",53.17348,-8.9188
NRA,1681,NRA_000000001681,TMU N68 030.0 E,"N68 Between Ennis and Kilrush, Ballyduneen, Co. Clare",52.70957,-9.2641
NRA,1691,NRA_000000001691,TMU N69 090.0 W,"N69 Between Listowel and Tralee, Knockbrack, Co. Kerry",52.33982,-9.62181
NRA,1692,NRA_000000001692,TMU N69 020.0 W,"N69 Between Askeaton and Foynes, Clondrinagh, Co. Limerick",52.60541,-9.00779
NRA,1693,NRA_000000001693,TMU N69 070.0 W,"N69 Between Listowel and Tarbert, Kylebwee, Co. Kerry",52.4662,-9.42912
NRA,1694,NRA_000000001694,TMU N69 045.0 W,"N69 Between Glin and Loghill, Limerick",52.59025,-9.22209
NRA,1701,NRA_000000001701,TMU N70 010.0 E,"N70 Between Sneem and Kenmare, Templenoe, Co. Kerry",51.86732,-9.6781
NRA,1703,NRA_000000001703,TMU N70 145.0 W,N70 Between N22 and N86 Roundabouts Tralee Ring Road Co Kerry,52.25629,-9.68045
NRA,1711,NRA_000000001711,TMU N71 000.0 E,"N71 Between Innishshannon and Ballyhassig, Southwest of Ballinhassig, Co Cork",51.80727,-8.55957
NRA,1712,NRA_000000001712,TMU N71 010.0 W,"N71 Between Halfway and Inishannon, Co. Cork",51.78615,-8.61756
NRA,1713,NRA_000000001713,TMU N71 040.0 E,"N71 Between Clonakilty and Jones Bridge, Clonakility, Co. Cork",51.63637,-8.87287
NRA,1714,NRA_000000001714,TMU N71 110.0 W,"N71 Between Kenmare and Killarney, Gortamullen, Co. Kerry",51.90655,-9.60495
NRA,1715,NRA_000000001715,TMU N71 190.0 W,"N71 Between Bantry and Glengarriff, North of Bantry, Co. Cork",51.70235,-9.44237
NRA,1716,NRA_000000001716,TMU N71 002.5 N,N71 Between Ballinhassig and N40,51.85265,-8.52882
NRA,1717,NRA_000000001717,TMU N71 091.0 W,"N71 Between Aghadown and Ballydehob, Skeaghanore East Co Cork",51.56283,-9.42626
NRA,1721,NRA_000000001721,TMU N72 010.0 E,"N72 Between Killarney and Kilorglin, East of Beaufort, Co. Kerry",52.07486,-9.62142
NRA,1722,NRA_000000001722,TMU N72 030.0 E,"N72 Between Killarney and Rathmore, Co. Kerry",52.05729,-9.36513
NRA,1723,NRA_000000001723,TMU N72 160.0 W,"N72 Between Dungarvan and Cappoquin, west of R671 Jn, Co. Waterford",52.1276,-7.78874
NRA,1731,NRA_000000001731,TMU N73 010.0 E,"N73 Between Kildorrery and Mallow, South of Ballinamona Cross, Co. Cork",52.22027,-8.50331
NRA,1741,NRA_000000001741,TMU N74 010.0 W,"N74 Between Golden and Tipperary Town, West of Golden, Co. Tipperary",52.49496,-8.00709
NRA,1751,NRA_000000001751,TMU N75 000.0 E,"N75 Between Thurles and Twomileborris, Co. Tipperary",52.67212,-7.74535
NRA,1761,NRA_000000001761,TMU N76 020.0 S,"N76 Between Callan and Kilbride, South of Callan, Co. Kilkenny",52.53327,-7.40324
NRA,1771,NRA_000000001771,TMU N77 000.0 S,"N77 North of Ring Road Roundabout, Kilkenny City, Co. Kilkenny",52.67886,-7.25369
NRA,1781,NRA_000000001781,TMU N78 040.0 S,"N78 Between Athy and Castlecomer, Southwest of N78\/N80 Jn, Co. Laois",52.92147,-7.06349
NRA,1782,NRA_000000001782,TMU N78 030.0 S,"N78 Between Athy and M09 Jn03 Athy, Ballycullane, Co. Kildare",52.98721,-6.92644
NRA,1801,NRA_000000001801,TMU N80 060.0 N,"N80 Between Carlow Town and Strabally, Coolhenry, Co. Carlow",52.8644,-6.99106
NRA,1803,NRA_000000001803,TMU R420 010.0 N,"R420 Between Clara and Tullamore, Loughaun, Co. Offaly",53.31254,-7.55465
NRA,1811,NRA_000000001811,TMU N81 010.0 S,"N81 Between Blessington and Tallaght, South of R114 Jn, Co. Wicklow",53.22588,-6.46505
NRA,1812,NRA_000000001812,TMU N81 000.0 N,"N81 Between Tallaght Village and M50, Tallaght, Co. Dublin",53.28737,-6.3454
NRA,1831,NRA_000000001831,TMU N83 010.0 N,"N83 Between Tuam and Dunmore, Joycegrove, Co. Galway",53.56447,-8.79326
NRA,1832,NRA_000000001832,TMU N83 040.0 S,"N83 Between N17\/N83 Jn and Ballyhaunis, Southeast of N17\/N83 Jn, Co. Mayo",53.88194,-8.79018
NRA,1841,NRA_000000001841,TMU N84 010.0 N,"N84 Between Galway City and Headford, Curraghline, Co. Galway",53.3312,-9.02055
NRA,1842,NRA_000000001842,TMU N84 050.0 N,"N84 Between Ballinrobe and Partry, Cloonkerry, Co. Mayo",53.64954,-9.25784
NRA,1851,NRA_000000001851,TMU N85 030.0 E,"N85 Between Ennistimon and Inagh, North of Drumcullaun, Co. Clare",52.92787,-9.26992
NRA,1871,NRA_000000001871,TMU N87 030.0 N,"N87 Between Ballyconnel and NI Border, North of Swanlinbar, Co. Cavan",54.19971,-7.70498
NRA,3101,NRA_000000003101,TMU M01 070.0 N,M1-1 M01 Dundalk Bypass Jn16 to Jn17,53.98545,-6.43367
NRA,3102,NRA_000000003102,TMU M01 038.0 S,M01 Southbound Off Slip Jn09 (Superceeded by 31021 from 24th Aug 2018),53.70422,-6.38613
NRA,3103,NRA_000000003103,TMU M01 033.0 N,M01 Northbound Jn07 to Jn08 (Superceeded by 31031 on 24th Nov 2017),53.66669,-6.3404
NRA,3104,NRA_000000003104,TMU M01 038.0 N ,M01 Northbound On Slip Jn09  (superceeded by 31041  2017 - 2018),53.70334,-6.38608
