,num,cosit,start_date,end_date,path,raw_path,url
2713,1403,NRA_000000001403,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000001403.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2714,1404,NRA_000000001404,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000001404.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000001404.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001404&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2715,1405,NRA_000000001405,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000001405.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2729,1522,NRA_000000001522,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000001522.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000001522.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001522&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2791,3102,NRA_000000003102,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003102.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2792,3103,NRA_000000003103,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003103.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2793,3104,NRA_000000003104,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003104.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2794,3105,NRA_000000003105,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003105.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2795,3106,NRA_000000003106,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003106.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2815,3312,NRA_000000003312,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000003312.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000003312.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003312&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2860,20042,NRA_000000020042,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020042.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020042.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020042&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2874,20072,NRA_000000020072,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020072.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2875,20073,NRA_000000020073,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020073.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2901,20117,NRA_000000020117,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020117.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2919,20211,NRA_000000020211,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020211.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020211.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020211&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2928,20251,NRA_000000020251,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020251.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020251.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020251&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2944,20562,NRA_000000020562,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020562.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2953,20801,NRA_000000020801,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000020801.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000020801.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020801&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2966,32501,NRA_000000032501,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000032501.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000032501.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032501&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2967,32502,NRA_000000032502,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000032502.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000032502.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000032502&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2968,150141,NRA_000000150141,2020-08-01,2020-08-31,Data/2020-08-01 - 2020-08-31/NRA_000000150141.xls,Data/Raw/2020-08-01 - 2020-08-31/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-08-01&enddate=2020-08-31&excel=1&intval=11
2992,997,NRA_000000000997,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000000997.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000000997.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000000997&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3002,1024,NRA_000000001024,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001024.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001024.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001024&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3040,1113,NRA_000000001113,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001113.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001113.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001113&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3084,1321,NRA_000000001321,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001321.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3086,1401,NRA_000000001401,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001401.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001401.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001401&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3087,1403,NRA_000000001403,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001403.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3088,1404,NRA_000000001404,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001404.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001404.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001404&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3089,1405,NRA_000000001405,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001405.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3103,1522,NRA_000000001522,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000001522.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000001522.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001522&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3165,3102,NRA_000000003102,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003102.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3166,3103,NRA_000000003103,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003103.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3167,3104,NRA_000000003104,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003104.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3168,3105,NRA_000000003105,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003105.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3169,3106,NRA_000000003106,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003106.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3189,3312,NRA_000000003312,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000003312.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000003312.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003312&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3248,20072,NRA_000000020072,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020072.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3249,20073,NRA_000000020073,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020073.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3275,20117,NRA_000000020117,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020117.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3293,20211,NRA_000000020211,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020211.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020211.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020211&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3318,20562,NRA_000000020562,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020562.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3327,20801,NRA_000000020801,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000020801.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000020801.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020801&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3342,150141,NRA_000000150141,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000150141.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3355,200723,NRA_000000200723,2020-09-01,2020-09-30,Data/2020-09-01 - 2020-09-30/NRA_000000200723.xls,Data/Raw/2020-09-01 - 2020-09-30/NRA_000000200723.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000200723&reportdate=2020-09-01&enddate=2020-09-30&excel=1&intval=11
3366,997,NRA_000000000997,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000000997.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000000997.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000000997&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3376,1024,NRA_000000001024,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001024.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001024.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001024&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3419,1133,NRA_000000001133,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001133.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001133.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001133&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3458,1321,NRA_000000001321,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001321.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001321.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001321&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3461,1403,NRA_000000001403,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001403.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001403.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001403&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3463,1405,NRA_000000001405,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001405.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001405.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001405&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3477,1522,NRA_000000001522,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001522.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001522.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001522&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3487,1591,NRA_000000001591,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000001591.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000001591.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001591&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3539,3102,NRA_000000003102,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003102.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003102.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003102&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3540,3103,NRA_000000003103,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003103.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003103.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003103&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3541,3104,NRA_000000003104,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003104.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003104.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003104&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3542,3105,NRA_000000003105,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003105.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003105.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003105&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3543,3106,NRA_000000003106,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003106.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003106.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003106&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3563,3312,NRA_000000003312,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003312.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003312.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003312&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3575,3605,NRA_000000003605,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000003605.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000003605.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000003605&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3622,20072,NRA_000000020072,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020072.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020072.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020072&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3623,20073,NRA_000000020073,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020073.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020073.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020073&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3649,20117,NRA_000000020117,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020117.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020117.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020117&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3667,20211,NRA_000000020211,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020211.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020211.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020211&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3692,20562,NRA_000000020562,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020562.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020562.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020562&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3701,20801,NRA_000000020801,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000020801.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000020801.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000020801&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3716,150141,NRA_000000150141,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000150141.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000150141.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000150141&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3729,200723,NRA_000000200723,2020-10-01,2020-10-31,Data/2020-10-01 - 2020-10-31/NRA_000000200723.xls,Data/Raw/2020-10-01 - 2020-10-31/NRA_000000200723.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000200723&reportdate=2020-10-01&enddate=2020-10-31&excel=1&intval=11
3740,997,NRA_000000000997,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000000997.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000000997.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000000997&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3750,1024,NRA_000000001024,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001024.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001024.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001024&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
3823,1281,NRA_000000001281,2020-11-01,2020-11-30,Data/2020-11-01 - 2020-11-30/NRA_000000001281.xls,Data/Raw/2020-11-01 - 2020-11-30/NRA_000000001281.xls,https://www.nratrafficdata.ie/c2/tfdaysreport.asp?sgid=ZvyVmXU8jBt9PJE$c7UXt6&spid=NRA_000000001281&reportdate=2020-11-01&enddate=2020-11-30&excel=1&intval=11
